conflict_id,region,side_a,side_b,year,start_month,duration,intensity_level,conflict_issue,sides,location
332,Africa,Government of Mozambique,Renamo,2016,Apr,211,1,2,a,Mozambique
332,Africa,Government of Mozambique,ASWJ,2019,Jul,367,1,2,a,Mozambique
333,Asia,Government of Afghanistan,"AFF, NRF",2022,Apr,16319,1,2,a,Afghanistan
334,Asia,Government of China,Government of Vietnam (North Vietnam),1974,Jan,345,1,1,a,China
334,Asia,Government of China,Government of Vietnam (North Vietnam),1974,Jan,345,1,1,b,Vietnam
334,Asia,Government of China,Government of Vietnam (North Vietnam),1981,Dec,1096,1,1,a,China
334,Asia,Government of China,Government of Vietnam (North Vietnam),1981,Dec,1096,1,1,b,Vietnam
334,Asia,Government of China,Government of Vietnam (North Vietnam),1984,Dec,366,1,1,a,China
334,Asia,Government of China,Government of Vietnam (North Vietnam),1984,Dec,366,1,1,b,Vietnam
334,Asia,Government of China,Government of Vietnam (North Vietnam),1988,Dec,731,1,1,a,China
334,Asia,Government of China,Government of Vietnam (North Vietnam),1988,Dec,731,1,1,b,Vietnam
335,Asia,Government of India,TNV,1988,Dec,3147,1,1,a,India
335,Asia,Government of India,ATTF,1992,Oct,80,1,1,a,India
335,Asia,Government of India,"ATTF, NLFT",1997,Jun,150,1,1,a,India
335,Asia,Government of India,NLFT-B,2004,Sep,1920,1,1,a,India
336,Americas,Government of Nicaragua,FSLN,1979,Oct,647,2,2,a,Nicaragua
336,Americas,Government of Nicaragua,Contras,1990,Apr,2920,1,2,a,Nicaragua
337,Africa,Government of Somalia,"SNM, SSDF",1984,Dec,731,1,2,a,Somalia
337,Africa,Government of Somalia,USC/SNA,1996,Mar,3945,1,2,a,Somalia
337,Africa,Government of Somalia,SRRC,2002,May,534,1,2,a,Somalia
337,Africa,Government of Somalia,Al-Shabaab,2022,Oct,5912,2,2,a,Somalia
338,Middle East,Government of Iran,MEK,1982,Dec,1096,2,2,a,Iran
338,Middle East,Government of Iran,MEK,1988,Dec,731,1,2,a,Iran
338,Middle East,Government of Iran,MEK,1991,Apr,0,1,2,a,Iran
338,Middle East,Government of Iran,MEK,1993,Apr,246,1,2,a,Iran
338,Middle East,Government of Iran,MEK,1997,Feb,257,1,2,a,Iran
338,Middle East,Government of Iran,MEK,2001,Nov,661,1,2,a,Iran
338,Middle East,Government of Iran,PJAK,2011,Aug,2333,1,2,a,Iran
338,Middle East,Government of Iran,PJAK,2021,Jul,1113,1,2,a,Iran
339,Middle East,Government of Iran,APCO,1980,May,580,1,1,a,Iran
340,Middle East,Government of Saudi Arabia,JSM,1979,Nov,14,1,2,a,Saudi Arabia
341,Africa,Government of Liberia,Military faction (forces of Samuel Doe),1980,Apr,2,1,2,a,Liberia
341,Africa,Government of Liberia,"INPFL, NPFL",1990,Dec,370,1,2,a,Liberia
341,Africa,Government of Liberia,"LURD, MODEL",2003,May,1269,2,2,a,Liberia
342,Europe,Government of Spain,ETA,1982,Oct,1529,1,1,a,Spain
342,Europe,Government of Spain,ETA,1987,Dec,738,1,1,a,Spain
342,Europe,Government of Spain,ETA,1991,Jun,168,1,1,a,Spain
343,Africa,Government of Tunisia,Résistance Armée Tunisienne,1980,Jan,0,1,2,a,Tunisia
343,Africa,Government of Tunisia,"AQIM, JAK-T",2015,Oct,759,1,2,a,Tunisia
344,Africa,Government of Gambia,NRC,1981,Jul,6,1,2,a,Gambia
345,Africa,Government of South Africa,ANC,1983,Aug,876,1,2,a,South Africa
345,Africa,Government of South Africa,ANC,1988,Jun,1284,1,2,a,South Africa
346,Multiple,Government of Argentina,Government of United Kingdom,1982,May,43,1,1,a,Argentina
346,Multiple,Government of Argentina,Government of United Kingdom,1982,May,43,1,1,b,United Kingdom
347,Asia,Government of India,PLA,1988,Jul,2345,1,1,a,India
347,Asia,Government of India,PLA,1996,Dec,1084,1,1,a,India
347,Asia,Government of India,"PLA, UNLF",2000,Dec,720,1,1,a,India
347,Asia,Government of India,"KCP, PREPAK, UNLF",2009,Jul,2352,1,1,a,India
348,Africa,Government of Kenya,Military faction (forces of Hezekiah Ochuka),1982,Aug,20,1,2,a,Kenya
349,Africa,Government of Chad,Government of Nigeria,1983,Apr,191,1,1,a,Chad
349,Africa,Government of Chad,Government of Nigeria,1983,Apr,191,1,1,b,Nigeria
350,Americas,Government of Grenada,Government of United States of America,1983,Oct,2,1,2,a,Grenada
350,Americas,Government of Grenada,Government of United States of America,1983,Oct,2,1,2,b,United States of America
351,Asia,Government of India,Sikh insurgents,1993,Dec,3646,1,1,a,India
352,Asia,Government of Sri Lanka,LTTE,2001,Sep,6311,2,1,a,Sri Lanka
352,Asia,Government of Sri Lanka,LTTE,2003,Jun,56,1,1,a,Sri Lanka
352,Asia,Government of Sri Lanka,LTTE,2009,Dec,1310,2,1,a,Sri Lanka
353,Africa,Government of Cameroon,UPC,1961,Jan,700,1,2,a,Cameroon
353,Africa,Government of Cameroon,Military faction (forces of Ibrahim Saleh),1984,Apr,3,1,2,a,Cameroon
353,Africa,Government of Cameroon,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,2017,Jan,1056,1,2,a,Cameroon
353,Africa,Government of Cameroon,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,2020,Sep,78,1,2,a,Cameroon
353,Africa,Government of Cameroon,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,2022,Aug,149,1,2,a,Cameroon
354,Middle East,Government of Turkey,PKK,2013,Aug,10436,1,1,a,Turkey
354,Middle East,Government of Turkey,PKK,2022,Jul,2711,1,1,a,Turkey
355,Africa,Government of Burkina Faso,Government of Mali,1985,Dec,5,1,1,a,Burkina Faso
355,Africa,Government of Burkina Faso,Government of Mali,1985,Dec,5,1,1,b,Mali
356,Asia,Government of Laos,Government of Thailand,1988,Dec,413,1,1,a,Laos
356,Asia,Government of Laos,Government of Thailand,1988,Dec,413,1,1,b,Thailand
357,Americas,Government of Suriname,SLA,1987,Oct,80,1,2,a,Suriname
358,Africa,Government of Togo,MTD,1986,Sep,1,1,2,a,Togo
358,Africa,Government of Togo,JNIM,2022,Jul,174,1,2,a,Togo
359,Middle East,Government of South Yemen,YSP - AFI,1986,Jan,7,2,2,a,Yemen
360,Africa,Government of Burkina Faso,Popular Front,1987,Oct,0,1,2,a,Burkina Faso
360,Africa,Government of Burkina Faso,JNIM,2022,May,1684,2,2,a,Burkina Faso
361,Africa,Government of Chad,Government of Libya,1987,Aug,35,2,1,a,Chad
361,Africa,Government of Chad,Government of Libya,1987,Aug,35,2,1,b,Libya
362,Africa,Government of Comoros,Presidential guard,1989,Nov,0,1,2,a,Comoros
363,Africa,Government of Ethiopia,ALF,1976,Jun,550,1,1,a,Ethiopia
363,Africa,Government of Ethiopia,ARDUF,1996,Dec,0,1,1,a,Ethiopia
364,Asia,Government of India,Kashmir insurgents,2022,Feb,12010,1,1,a,India
365,Asia,Government of India,ULFA,1990,Nov,0,1,1,a,India
365,Asia,Government of India,ULFA,2010,Dec,5768,1,1,a,India
366,Asia,Government of Indonesia,GAM,1991,Jun,570,1,1,a,Indonesia
366,Asia,Government of Indonesia,GAM,2005,Jun,2325,1,1,a,Indonesia
367,Americas,Government of Panama,Military faction (forces of Moisés Giroldi),1989,Oct,0,1,2,a,Panama
368,Americas,Government of Panama,Government of United States of America,1989,Dec,0,1,2,a,Panama
368,Americas,Government of Panama,Government of United States of America,1989,Dec,0,1,2,b,United States of America
369,Asia,Government of Papua New Guinea,BRA,1990,Feb,236,1,1,a,Papua New Guinea
369,Asia,Government of Papua New Guinea,BRA,1996,Aug,1579,1,1,a,Papua New Guinea
370,Europe,Government of Romania,"Military faction (forces of Nicolae Ceausescu), NSF",1989,Dec,7,1,2,a,Romania
371,Middle East,Government of Iraq,Government of Kuwait,1991,Aug,211,2,1,a,Iraq
371,Middle East,Government of Iraq,Government of Kuwait,1991,Aug,211,2,1,b,Kuwait
372,Africa,Government of Mali,FPLA,1991,Jul,476,1,1,a,Mali
372,Africa,Government of Mali,FIAA,1994,Oct,75,1,1,a,Mali
372,Africa,Government of Mali,ATNMC,2009,Aug,510,1,1,a,Mali
372,Africa,Government of Mali,CMA,2012,Jan,67,1,1,a,Mali
372,Africa,Government of Mali,CMA,2015,May,366,1,1,a,Mali
373,Africa,Government of Niger,CRA,1994,May,133,1,1,a,Niger
374,Africa,Government of Rwanda,FPR,1994,Oct,1370,2,2,a,Rwanda
374,Africa,Government of Rwanda,FDLR-FOCA,2002,Jul,2270,1,2,a,Rwanda
374,Africa,Government of Rwanda,FDLR-FOCA,2012,Feb,1385,1,2,a,Rwanda
374,Africa,Government of Rwanda,FDLR-FOCA,2016,Mar,231,1,2,a,Rwanda
374,Africa,Government of Rwanda,"CNRD, FDLR-FOCA, FDLR-RUD",2020,May,585,1,2,a,Rwanda
375,Africa,Government of Senegal,MFDC,1990,Aug,122,1,1,a,Senegal
375,Africa,Government of Senegal,MFDC,1993,Sep,441,1,1,a,Senegal
375,Africa,Government of Senegal,MFDC,1995,Apr,218,1,1,a,Senegal
375,Africa,Government of Senegal,MFDC,1998,Mar,594,1,1,a,Senegal
375,Africa,Government of Senegal,MFDC,2001,Apr,605,1,1,a,Senegal
375,Africa,Government of Senegal,MFDC,2003,Jan,264,1,1,a,Senegal
375,Africa,Government of Senegal,MFDC,2011,Dec,10,1,1,a,Senegal
376,Europe,Government of Russia (Soviet Union),Republic of Armenia,1991,Aug,477,1,1,a,Russia
377,Europe,Government of Russia (Soviet Union),APF,1990,Jan,4,1,1,a,Russia
378,Americas,Government of Trinidad and Tobago,Jamaat al-Muslimeen,1990,Aug,0,1,2,a,Trinidad and Tobago
379,Africa,Government of Djibouti,FRUD,1994,Nov,842,1,2,a,Djibouti
379,Africa,Government of Djibouti,FRUD-C,1999,Jul,38,1,2,a,Djibouti
380,Europe,Government of Georgia,Zviadists,1993,Dec,689,1,2,a,Georgia
381,Americas,Government of Haiti,Military faction (forces of Himmler Rebu and Guy Francois),1989,Apr,0,1,2,a,Haiti
381,Americas,Government of Haiti,Military faction (forces of Raol Cédras),1991,Oct,0,1,2,a,Haiti
381,Americas,Government of Haiti,"FLRN, OP Lavalas",2004,Feb,285,1,2,a,Haiti
382,Africa,Government of Sierra Leone,RUF,2001,Apr,3916,1,2,a,Sierra Leone
383,Middle East,Government of Turkey,DHKP-C,1993,Jul,868,1,2,a,Turkey
383,Middle East,Government of Turkey,TKP-ML,2000,Apr,231,1,2,a,Turkey
383,Middle East,Government of Turkey,MKP,2005,Jun,122,1,2,a,Turkey
383,Middle East,Government of Turkey,"TAK, Yurtta Sulh Konseyi",2016,Feb,304,1,2,a,Turkey
384,Europe,Government of Serbia (Yugoslavia),Republic of Slovenia,1991,Jun,5,1,1,a,Serbia
385,Europe,Government of Serbia (Yugoslavia),Republic of Croatia,1992,Jul,254,1,1,a,Serbia
386,Africa,Government of Algeria,AQIM,2018,Dec,9842,1,2,a,Algeria
386,Africa,Government of Algeria,AQIM,2020,Dec,1,1,2,a,Algeria
387,Africa,Government of Angola,FLEC-FAC,1992,Dec,366,1,1,a,Angola
387,Africa,Government of Angola,FLEC-FAC,1998,Dec,1461,1,1,a,Angola
387,Africa,Government of Angola,FLEC-FAC,2004,Nov,780,1,1,a,Angola
387,Africa,Government of Angola,FLEC-FAC,2007,Dec,0,1,1,a,Angola
387,Africa,Government of Angola,FLEC-FAC,2009,Dec,0,1,1,a,Angola
387,Africa,Government of Angola,FLEC-FAC-TN,2017,Dec,365,1,1,a,Angola
387,Africa,Government of Angola,FLEC-FAC-TN,2020,Dec,366,1,1,a,Angola
387,Africa,Government of Angola,FLEC-FAC-TN,2022,Dec,0,1,1,a,Angola
388,Europe,Government of Azerbaijan,Republic of Artsakh,1994,Dec,928,2,1,a,Azerbaijan
388,Europe,Government of Azerbaijan,Republic of Artsakh,1998,Apr,620,1,1,a,Azerbaijan
388,Europe,Government of Azerbaijan,Republic of Artsakh,2005,Dec,0,1,1,a,Azerbaijan
388,Europe,Government of Azerbaijan,Republic of Artsakh,2008,Dec,0,1,1,a,Azerbaijan
388,Europe,Government of Azerbaijan,Republic of Artsakh,2012,Sep,0,1,1,a,Azerbaijan
388,Europe,Government of Azerbaijan,Republic of Artsakh,2017,Aug,1231,1,1,a,Azerbaijan
388,Europe,Government of Azerbaijan,Republic of Artsakh,2022,Jul,898,1,1,a,Azerbaijan
389,Europe,Government of Bosnia-Herzegovina,"Serbian irregulars, Serbian Republic of Bosnia-Herzegovina",1995,Apr,1326,2,1,a,Bosnia-Herzegovina
390,Europe,Government of Croatia,Serbian Republic of Krajina,1995,Apr,1231,2,1,a,Croatia
391,Middle East,Government of Egypt,al-Gama'a al-Islamiyya,1998,Mar,2063,1,2,a,Egypt
391,Middle East,Government of Egypt,Ansar Bayt al-Maqdis,2014,Apr,183,1,2,a,Egypt
391,Middle East,Government of Egypt,Harakit Sawa'id Misr,2019,Jul,802,1,2,a,Egypt
392,Europe,Government of Georgia,Republic of Abkhazia,1993,Aug,469,2,1,a,Georgia
393,Europe,Government of Georgia,Republic of South Ossetia,1992,Jun,67,1,1,a,Georgia
393,Europe,Government of Georgia,Republic of South Ossetia,2004,Aug,54,1,1,a,Georgia
393,Europe,Government of Georgia,Republic of South Ossetia,2008,Aug,89,1,1,a,Georgia
394,Europe,Government of Moldova,PMR,1992,Mar,136,1,1,a,Moldova
395,Asia,Government of Tajikistan,"Forces of Khudoberdiyev, UTO",1998,May,2381,1,2,a,Tajikistan
395,Asia,Government of Tajikistan,Forces of Mullo Abdullo,2000,Sep,0,1,2,a,Tajikistan
395,Asia,Government of Tajikistan,IMU,2011,Sep,319,1,2,a,Tajikistan
396,Europe,Government of Azerbaijan,Military faction (forces of Suret Husseinov),1993,Jun,9,1,2,a,Azerbaijan
396,Europe,Government of Azerbaijan,OPON Forces,1995,Mar,0,1,2,a,Azerbaijan
397,Europe,Government of Bosnia-Herzegovina,Autonomous Province of Western Bosnia,1995,Oct,663,1,1,a,Bosnia-Herzegovina
398,Europe,Government of Bosnia-Herzegovina,"Croatian irregulars, Croatian Republic of Bosnia-Herzegovina",1994,Jul,603,1,1,a,Bosnia-Herzegovina
399,Europe,Government of Russia (Soviet Union),Parliamentary Forces,1993,Oct,2,1,2,a,Russia
400,Americas,Government of Mexico,EZLN,1994,Jan,53,1,2,a,Mexico
400,Americas,Government of Mexico,EPR,1996,Aug,123,1,2,a,Mexico
401,Europe,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,1996,Nov,713,2,1,a,Russia
401,Europe,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,2007,Aug,2978,1,1,a,Russia
402,Middle East,Government of Yemen (North Yemen),Democratic Republic of Yemen,1994,Apr,67,2,1,a,Yemen
403,Americas,Government of Ecuador,Government of Peru,1995,Jan,334,1,1,a,Ecuador
403,Americas,Government of Ecuador,Government of Peru,1995,Jan,334,1,1,b,Peru
404,Asia,Government of Pakistan,MQM,1990,Feb,0,1,2,a,Pakistan
404,Asia,Government of Pakistan,MQM,1996,May,855,1,2,a,Pakistan
404,Asia,Government of Pakistan,TTP,2022,Jul,5648,1,2,a,Pakistan
405,Africa,Government of Cameroon,Government of Nigeria,1996,May,0,1,1,a,Cameroon
405,Africa,Government of Cameroon,Government of Nigeria,1996,May,0,1,1,b,Nigeria
406,Africa,Government of Niger,FDR,1995,Jul,0,1,1,a,Niger
407,Africa,Government of Comoros,MPA/Republic of Anjouan,1997,Sep,0,1,1,a,Comoros
408,Africa,Government of Congo,Ninjas,1993,Nov,46,1,2,a,Congo
408,Africa,Government of Congo,"Cocoyes, Ntsiloulous",1999,Jun,913,1,2,a,Congo
408,Africa,Government of Congo,Ntsiloulous,2002,Apr,265,1,2,a,Congo
408,Africa,Government of Congo,Ntsiloulous,2016,Apr,249,1,2,a,Congo
409,Africa,Government of Eritrea,Government of Ethiopia,2000,May,749,2,1,a,Eritrea
409,Africa,Government of Eritrea,Government of Ethiopia,2000,May,749,2,1,b,Ethiopia
409,Africa,Government of Eritrea,Government of Ethiopia,2016,Jun,0,1,1,a,Eritrea
409,Africa,Government of Eritrea,Government of Ethiopia,2016,Jun,0,1,1,b,Ethiopia
410,Africa,Government of Guinea-Bissau,"Military Junta for the Consolidation of Democracy, Peace and Justice",1999,Jun,334,1,2,a,Guinea-Bissau
411,Africa,Government of Lesotho,Military faction (Lesotho),1998,Sep,6,1,2,a,Lesotho
412,Europe,Government of Serbia (Yugoslavia),UCK,1999,Mar,625,2,1,a,Serbia
413,Africa,Government of Ethiopia,OLF,1978,Dec,365,1,1,a,Ethiopia
413,Africa,Government of Ethiopia,OLF,1981,Dec,365,2,1,a,Ethiopia
413,Africa,Government of Ethiopia,OLF,1992,Jul,3257,1,1,a,Ethiopia
413,Africa,Government of Ethiopia,OLF,1995,Dec,365,1,1,a,Ethiopia
413,Africa,Government of Ethiopia,OLF,2013,Dec,5479,1,1,a,Ethiopia
413,Africa,Government of Ethiopia,OLF,2016,Dec,366,1,1,a,Ethiopia
413,Africa,Government of Ethiopia,OLA,2022,Oct,1182,1,1,a,Ethiopia
414,Europe,Government of Russia (Soviet Union),Wahhabi movement of the Buinaksk district,1999,Sep,7,1,1,a,Russia
415,Asia,Government of Uzbekistan,IMU,2000,Mar,551,1,2,a,Uzbekistan
415,Asia,Government of Uzbekistan,JIG,2004,Mar,122,1,2,a,Uzbekistan
416,Africa,Government of Central African Republic,Forces of Francois Bozize,2002,Jun,566,1,2,a,Central African Republic
416,Africa,Government of Central African Republic,Seleka,2006,Nov,3,1,2,a,Central African Republic
416,Africa,Government of Central African Republic,anti-Balaka,2014,Nov,1784,1,2,a,Central African Republic
416,Africa,Government of Central African Republic,CPC,2022,Nov,1861,1,2,a,Central African Republic
417,Europe,Government of North Macedonia,UCK,2001,May,106,1,2,a,North Macedonia
418,Americas,Government of United States of America,al-Qaida,2017,Sep,5928,1,2,a,United States of America
418,Americas,Government of United States of America,al-Qaida,2019,Jul,38,1,2,a,United States of America
419,Africa,Government of Ivory Coast,FRCI,2004,Sep,781,1,2,a,Ivory Coast
419,Africa,Government of Ivory Coast,"FDSI-CI, FRCI",2011,Feb,61,1,2,a,Ivory Coast
420,Multiple,"Government of Australia, Government of United Kingdom, Government of United States of America",Government of Iraq,2003,Mar,36,2,2,a,Australia
420,Multiple,"Government of Australia, Government of United Kingdom, Government of United States of America",Government of Iraq,2003,Mar,36,2,2,b,Iraq
420,Multiple,"Government of Australia, Government of United Kingdom, Government of United States of America",Government of Iraq,2003,Mar,36,2,2,c,United Kingdom
420,Multiple,"Government of Australia, Government of United Kingdom, Government of United States of America",Government of Iraq,2003,Mar,36,2,2,d,United States of America
421,Asia,Government of India,ABSU,1990,Mar,655,1,1,a,India
421,Asia,Government of India,NDFB,1994,Jul,1,1,1,a,India
421,Asia,Government of India,NDFB,1999,Oct,1074,1,1,a,India
421,Asia,Government of India,NDFB,2004,Aug,1187,1,1,a,India
421,Asia,Government of India,NDFB - RD,2010,Jun,515,1,1,a,India
421,Asia,Government of India,NDFB-S,2014,Dec,385,1,1,a,India
422,Asia,Government of Myanmar (Burma),UWSA,1997,Mar,121,1,1,a,Myanmar
423,Asia,Government of Thailand,Patani insurgents,2022,Oct,7005,1,1,a,Thailand
424,Africa,Government of Nigeria,Ahlul Sunnah Jamaa,2004,Jan,276,1,1,a,Nigeria
425,Africa,Government of Nigeria,NDPVF,2004,Jun,108,1,1,a,Nigeria
426,Middle East,Government of Israel,Hezbollah,1999,Jul,3460,1,1,a,Israel
426,Middle East,Government of Israel,Hezbollah,2006,Jul,41,1,1,a,Israel
427,Africa,Government of Tanzania,Government of Uganda,1978,Nov,1,1,1,a,Tanzania
427,Africa,Government of Tanzania,Government of Uganda,1978,Nov,1,1,1,b,Uganda
428,Africa,Government of Mauritania,POLISARIO,1978,Dec,1108,1,1,a,Mauritania
429,Africa,Government of DR Congo (Zaire),BDK,2008,Feb,424,1,1,a,DR Congo
429,Africa,Government of DR Congo (Zaire),BDK,2017,Aug,24,1,1,a,DR Congo
429,Africa,Government of DR Congo (Zaire),BDK,2020,Apr,2,1,1,a,DR Congo
430,Africa,Government of Niger,FLAA,1992,Dec,353,1,2,a,Niger
430,Africa,Government of Niger,UFRA,1997,Oct,40,1,2,a,Niger
430,Africa,Government of Niger,MNJ,2008,Apr,566,1,2,a,Niger
430,Africa,Government of Niger,JNIM,2022,Dec,387,1,2,a,Niger
431,Multiple,Government of Afghanistan,Government of Russia (Soviet Union),1979,Dec,1,1,2,a,Afghanistan
431,Multiple,Government of Afghanistan,Government of Russia (Soviet Union),1979,Dec,1,1,2,b,Russia
432,Europe,Government of Russia (Soviet Union),Forces of the Caucasus Emirate,2015,Nov,2884,1,1,a,Russia
434,Asia,Government of India,PULF,2008,Dec,18,1,1,a,India
435,Africa,Government of Djibouti,Government of Eritrea,2008,Jun,0,1,1,a,Djibouti
435,Africa,Government of Djibouti,Government of Eritrea,2008,Jun,0,1,1,b,Eritrea
436,Africa,Government of Ethiopia,SALF,1980,Dec,1096,1,1,a,Ethiopia
437,Africa,Government of Ethiopia,SLM,1981,Mar,0,2,1,a,Ethiopia
437,Africa,Government of Ethiopia,SLM,1983,Mar,290,1,1,a,Ethiopia
439,Asia,Government of Myanmar (Burma),MNDAA,2009,Aug,124,1,1,a,Myanmar
439,Asia,Government of Myanmar (Burma),MNDAA,2015,Dec,362,1,1,a,Myanmar
439,Asia,Government of Myanmar (Burma),MNDAA,2017,Mar,6,1,1,a,Myanmar
439,Asia,Government of Myanmar (Burma),MNDAA,2021,Aug,120,1,1,a,Myanmar
440,Asia,Government of Myanmar (Burma),LNUP,1982,Feb,3593,1,1,a,Myanmar
442,Africa,Government of Mauritania,AQIM,2010,Sep,0,1,2,a,Mauritania
